name,brand,type,rating_value,rating_count,gender,country,year,segment,perfumers,families,top_notes,middle_notes,bottom_notes,users_notes,url
Speick Kolnisch Wasser,Speick / Walter Rau,Одеколон,"0,0",N/A,Одеколон,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/speick--walter-rau-speick-kolnisch-wasser-89536/
Sula Lovebirds Tropical,Susanne Lang,Парфюмерная вода,"0,0",N/A,с 2010,N/A,N/A,N/A,[],"['fruit', 'fern']",[],"['ananas', 'kokos', 'list-inzhira', 'vanil']",[],[],https://aromo.ru/fragrance/susanne-lang-sula-lovebirds-tropical-90462/
Summer Vanillas Coconut,Bath and Body Works,Ароматная дымка,"0,0",N/A,Парфюмерия масс-маркет,united-states,N/A,mass-market,[],"['sweet', 'citrus', 'fruit', 'floral']","['ananas', 'bergamot', 'lemon', 'zelenoje-jabloko']","['black-currant', 'kokos', 'lily-of-the-valley', 'jasmine']","['white-musk', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/bath-and-body-works-summer-vanillas-_-coconut-90621/
Tasnim (Tasneem),La Via del Profumo,Парфюмерная вода,"0,0",N/A,Натуральная парфюмерия,italy,N/A,natural-perfumes,[],"['floral', 'fern']",[],"['tonka-bean', 'ilang-ilang', 'cypress', 'sage', 'vanil', 'jasmine']",[],[],https://aromo.ru/fragrance/la-via-del-profumo-tasnim-_tasneem-91567/
Tropical Elements - Rain Forest,After Sea Aesthetics,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['floral', 'wood']",[],"['gardenija', 'ginger', 'kedr', 'sandal', 'vanil', 'jasmine']",[],[],https://aromo.ru/fragrance/after-sea-aesthetics-tropical-elements-_-rain-forest-93574/
Tuareg,O Boticario,Одеколон,"0,0",N/A,с 1993,N/A,N/A,N/A,[],['fern'],['citruses'],"['floral-notes', 'rozmarin', 'sage']","['drevesnyje-noty', 'dubovyj-moh', 'vetiver']",[],https://aromo.ru/fragrance/o-boticario-tuareg-93767/
University of Texas for Her,Masik Collegiate Fragrances,,"0,0",N/A,с 2014,N/A,N/A,N/A,[],['floral'],"['orange', 'bergamot', 'krasnaja-smorodina']","['apelsinovyj-cvet-flerdoranzh', 'mimosa', 'jasmine']","['musk', 'pachuli', 'rose', 'vanil']",[],https://aromo.ru/fragrance/masik-collegiate-fragrances-university-of-texas-for-her-94432/
V No. 1,Slumberhouse,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/slumberhouse-v-no_-1-94664/
Violet Sec,Richard Hudnut,,"0,0",N/A,с 1896,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/richard-hudnut-violet-sec-96168/
L'Amore White,Carlo Bossi,Парфюмерная вода,"0,0",N/A,Парфюмерия масс-маркет,poland,N/A,mass-market,[],"['fruit', 'floral']","['bergamot', 'black-currant', 'grusha', 'lemon', 'peach', 'trava']","['violet', 'rose']","['white-musk', 'kedr']",[],https://aromo.ru/fragrance/carlo-bossi-l_amore-white-perfume-water-eau-de-parfum-2399171/
Wesam,Mishal Muzaffar Atarji,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/al-atari-wesam-96945/
Whisky,Bibi-Creation,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['leather', 'wood']",[],"['citruses', 'oak', 'grusha', 'kastoreum', 'kedr', 'kozha', 'rom', 'sandal', 'tabak', 'oud', 'vanil', 'vetiver']",[],[],https://aromo.ru/fragrance/bibi-creation-whisky-97032/
White Rose,Girard,Туалетная вода,"0,0",N/A,Выпуск прекращен,N/A,N/A,N/A,[],['floral'],[],['rose'],[],[],https://aromo.ru/fragrance/girard-white-rose-97308/
Winter Magic,Rue21,,"0,0",N/A,с 2015,N/A,N/A,N/A,[],['wood'],"['orange', 'kalendula-ili-nogotki']","['star-anise', 'zamsha']","['kedr', 'vetiver']",[],https://aromo.ru/fragrance/rue21-winter-magic-97685/
Zohour Al Rabea,Al-Rehab,Масляные духи,"0,0",N/A,Парфюмерия масс-маркет,saudi-arabia,N/A,mass-market,[],['floral'],[],"['floral-notes', 'trava']",[],[],https://aromo.ru/fragrance/al-rehab-zohour-al-rabea-perfume-oil-perfume-oil-98807/
Florentine Fern,Catie`s Bubbles,,"0,0",N/A,с 2017,N/A,N/A,N/A,[],['fern'],"['bergamot', 'fenkhel', 'rozmarin']","['geranium', 'lavender']","['amyris', 'white-cedar', 'coumarin', 'cedar-moss']",[],https://aromo.ru/fragrance/catie-s-bubbles-florentine-fern-450224/
Timo No 1,Timo Parfums,Духи / Экстракт,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['fern', 'wood']","['basil', 'ginger', 'cardamom', 'lemon']","['artemizija-polyn', 'pistacia-lentiscus', 'nutmeg', 'sage']","['violet', 'kedr', 'vetiver']",[],https://aromo.ru/fragrance/timo-parfums-timo-no-1-495483/
White Light,Atelier Oblique,Парфюмерная вода,"0,0",N/A,с 2017,N/A,N/A,N/A,[],"['floral', 'citrus']","['bergamot', 'inzhir', 'lavandin', 'ptitgrejn-list-citrusovyh', 'tangerine']","['white-flowers', 'ilang-ilang', 'neroli', 'zhasmin-sambak']","['apelsinovyj-cvet-flerdoranzh', 'musk']",[],https://aromo.ru/fragrance/atelier-oblique-white-light-perfume-water-eau-de-parfum-1430309/
Mughetto di Primavera,I Profumi di Firenze,Парфюмерная вода,"4,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],"['green', 'floral']",['bergamot'],"['lily-of-the-valley', 'rose', 'honeysuckle']",['musk'],[],https://aromo.ru/fragrance/i-profumi-di-firenze-mughetto-di-primavera-perfume-water-eau-de-parfum-540013/
Albatros,Mendittorosa,Парфюмерная вода,"3,5",2 оценки,Нишевая парфюмерия,italy,2021,niche,[],"['water', 'wood']","['anise', 'ozone', 'voda']","['ananas', 'rose']","['white-musk', 'cashmeran', 'kedr', 'vetiver', 'virginia-cedar']","['white-musk', 'cashmeran', 'voda']",https://aromo.ru/fragrance/mendittorosa-albatros-perfume-water-eau-de-parfum-2399380/
Thornwood Thicket,Solstice Scents,,"0,0",N/A,с 2011,N/A,N/A,N/A,[],['wood'],[],"['ambra', 'dubovyj-moh', 'guajak', 'jezhevika', 'sahar', 'oud']",[],[],https://aromo.ru/fragrance/solstice-scents-thornwood-thicket-606301/
Corrida Men,Miro,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['spicy', 'wood']","['bergamot', 'grapefruit', 'lemon', 'mandarin']","['elemi', 'spices']","['white-musk', 'kedr']",[],https://aromo.ru/fragrance/miro-corrida-men-915811/
Song of Oud,Ajmal,Парфюмерная вода,"5,0",1 оценка,с 2023,N/A,N/A,N/A,[],"['floral', 'east']","['bergamot', 'ginger', 'jabloko']","['iris', 'lily-of-the-valley', 'jasmine']","['ambra', 'musk', 'pachuli']","['bergamot', 'ginger', 'lily-of-the-valley', 'jasmine']",https://aromo.ru/fragrance/ajmal-song-of-oud-perfume-water-eau-de-parfum-2422049/
Royal Edition Men,s.Oliver,Туалетная вода,"0,0",N/A,Парфюмерия премиум,germany,2008,premium,['ursula-wandel'],"['fern', 'spicy']","['bergamot', 'cardamom', 'thuja']","['ginger', 'cinnamon', 'lavender']","['white-cedar', 'benzoin', 'tonka-bean']",[],https://aromo.ru/fragrance/s-oliver-royal-edition-men-664269/
Karen Femme,Geparlys,Парфюмерная вода,"2,0",1 оценка,с 2013,N/A,N/A,N/A,[],"['east', 'gourmet']","['bergamot', 'cinnamon', 'mandarin']","['shokolad', 'tuberoza']","['ambra', 'karamel', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/geparlys-karen-femme-perfume-water-eau-de-parfum-672353/
Muschio Bianco & Pompelmo,Frais Monde / Brambles and Moor,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['musk', 'fruit']",[],"['white-musk', 'grapefruit']",[],[],https://aromo.ru/fragrance/brambles-and-moor-muschio-bianco-_-pompelmo-687913/
Patchouli,Honore Payan,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['east'],[],['pachuli'],[],[],https://aromo.ru/fragrance/honore-payan-patchouli-724211/
Old City Baku,The Spirit Of Azerbaijan,Парфюмерная вода,"0,0",N/A,Нишевая парфюмерия,azerbaijan,2015,niche,[],"['east', 'fern']",[],"['ambra', 'tonka-bean', 'kozha', 'mate', 'mozhzhevelnik-plody']",[],[],https://aromo.ru/fragrance/the-spirit-of-azerbaijan-old-city-baku-2326010/
№ 07 Akazie,Frau Tonis Parfum,Парфюмерная вода,"0,0",N/A,с 2009,N/A,N/A,N/A,[],['floral'],[],"['akacija', 'drevesnyje-noty', 'mimosa', 'moss', 'powdery-notes']",[],[],https://aromo.ru/fragrance/frau-tonis-parfum-no_-07-akazie-744129/
Business man,Aromat / Аромат,,"0,0",N/A,N/A,N/A,N/A,N/A,[],"['wood', 'east']","['citruses', 'dubovyj-moh', 'geranium', 'gvozdika', 'jabloko']","['white-cedar', 'sandal', 'vetiver']",['olive-tree-olive'],[],https://aromo.ru/fragrance/aromat--aromat-business-man-772345/
Muguet des Bois,Shiseido,Одеколон,"0,0",N/A,Парфюмерия люкс,japan,1918,suite,[],['floral'],[],['lily-of-the-valley'],[],[],https://aromo.ru/fragrance/shiseido-muguet-des-bois-cologne-eau-de-cologne-782397/
Ward Taifi,Surrati Perfumes,Парфюмерная вода,"1,7",3 оценки,Парфюмерная вода,N/A,N/A,N/A,[],"['floral', 'east']","['rose', 'spices']","['animalisticheskie-noty', 'floral-notes']",['ambra'],[],https://aromo.ru/fragrance/surrati-perfumes-ward-taifi-813225/
La Cuesta,Brian Bossengton,Туалетная вода,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['floral'],[],"['frezija', 'geliotrop', 'gibiskus']",[],[],https://aromo.ru/fragrance/brian-bossengton-la-cuesta-_eau-de-parfum-818329/
Blue Hit,New Brand,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['musk', 'citrus', 'spicy']",[],"['citruses', 'musk', 'spices']",[],[],https://aromo.ru/fragrance/new-brand-blue-hit-947143/
Bouquet Melba,Richard Hudnut,,"0,0",N/A,с 1894,N/A,N/A,N/A,[],['floral'],[],['floral-notes'],[],[],https://aromo.ru/fragrance/richard-hudnut-bouquet-melba-837027/
Мистер Х,Galterra,,"5,0",1 оценка,В производстве,N/A,N/A,N/A,[],['amber'],[],"['ambra', 'balsamic-notes', 'resins']",[],[],https://aromo.ru/fragrance/galterra-mister-kh-844533/
Bond St No. 33 Pour Homme,Yardley,Парфюмерная вода,"5,0",1 оценка,Парфюмерия масс-маркет,united-kingdom,2017,mass-market,[],"['wood', 'floral']",['apelsinovyj-cvet-flerdoranzh'],"['pachuli', 'jasmine']","['kedr', 'mod']",[],https://aromo.ru/fragrance/yardley-bond-st-no_-33-pour-homme-854271/
Lilas de Perse,Art of Perfume,Духи / Экстракт,"0,0",N/A,Натуральная парфюмерия,russian-federation,N/A,natural-perfumes,[],"['floral', 'east']",['bergamot'],"['ilang-ilang', 'siren', 'zhasmin-sambak']","['ambra', 'benzoin', 'iris', 'ladan', 'musk']",[],https://aromo.ru/fragrance/art-of-perfume-lilas-de-perse-860225/
Bouquet Melba,Richard Hudnut,,"0,0",N/A,с 1894,N/A,N/A,N/A,[],['floral'],[],['floral-notes'],[],[],https://aromo.ru/fragrance/richard-hudnut-bouquet-melba-837027/
Corrida Men,Miro,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['spicy', 'wood']","['bergamot', 'grapefruit', 'lemon', 'mandarin']","['elemi', 'spices']","['white-musk', 'kedr']",[],https://aromo.ru/fragrance/miro-corrida-men-915811/
Мистер Х,Galterra,,"5,0",1 оценка,В производстве,N/A,N/A,N/A,[],['amber'],[],"['ambra', 'balsamic-notes', 'resins']",[],[],https://aromo.ru/fragrance/galterra-mister-kh-844533/
Bond St No. 33 Pour Homme,Yardley,Парфюмерная вода,"5,0",1 оценка,Парфюмерия масс-маркет,united-kingdom,2017,mass-market,[],"['wood', 'floral']",['apelsinovyj-cvet-flerdoranzh'],"['pachuli', 'jasmine']","['kedr', 'mod']",[],https://aromo.ru/fragrance/yardley-bond-st-no_-33-pour-homme-854271/
Lilas de Perse,Art of Perfume,Духи / Экстракт,"0,0",N/A,Натуральная парфюмерия,russian-federation,N/A,natural-perfumes,[],"['floral', 'east']",['bergamot'],"['ilang-ilang', 'siren', 'zhasmin-sambak']","['ambra', 'benzoin', 'iris', 'ladan', 'musk']",[],https://aromo.ru/fragrance/art-of-perfume-lilas-de-perse-860225/
White Light,Atelier Oblique,Парфюмерная вода,"0,0",N/A,с 2017,N/A,N/A,N/A,[],"['floral', 'citrus']","['bergamot', 'inzhir', 'lavandin', 'ptitgrejn-list-citrusovyh', 'tangerine']","['white-flowers', 'ilang-ilang', 'neroli', 'zhasmin-sambak']","['apelsinovyj-cvet-flerdoranzh', 'musk']",[],https://aromo.ru/fragrance/atelier-oblique-white-light-perfume-water-eau-de-parfum-1430309/
The Mobster In Sin City,The Dua Brand,Духи / Экстракт,"0,0",N/A,Артизанальная парфюмерия,united-states,N/A,artisanal-perfumery,[],['gourmet'],[],"['ambra', 'bourbon', 'kokos', 'lime', 'rom', 'tabak', 'whiskey']",[],[],https://aromo.ru/fragrance/dua-fragrances-the-mobster-in-sin-city-999361/
Angelica,Virtualbrands,,"0,0",N/A,N/A,N/A,N/A,N/A,[],"['fruit', 'gourmet']",['fruity-notes'],"['black-currant', 'geliotrop', 'jasmine']","['iris', 'musk', 'temnyj-shokolad', 'vanil']",[],https://aromo.ru/fragrance/virtualbrands-angelica-40339/
Bassam,Hamidi,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/hamidi-oud--perfumes-bassam-43012/
Berry Passionfruit,Chi Chi Cosmetics,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['fruit'],"['raspberry', 'mango', 'peach']","['citruses', 'marakuja', 'green-notes']","['violet', 'iris', 'musk']",[],https://aromo.ru/fragrance/chi-chi-cosmetics-berry-passionfruit-43660/
Colony Eliana,Jequiti,,"3,0",2 оценки,с 2014,N/A,N/A,N/A,[],['east'],"['mandarin', 'pepper', 'green-notes']","['iris', 'raspberry', 'osmantus', 'rose']","['ambra', 'tonka-bean', 'musk', 'sandal']",[],https://aromo.ru/fragrance/jequiti-colony-eliana-49649/
Quiet Lyric,Theme Fragrance,,"4,0",1 оценка,Парфюмерия масс-маркет,united-states,N/A,mass-market,[],['floral'],[],"['citruses', 'floral-notes', 'lime']",[],[],https://aromo.ru/fragrance/theme-quiet-lyric-50913/
Dahn Al Oudh Saif Al Arab,Ajmal,Масляные духи,"0,0",N/A,Парфюмерия люкс,united-arab-emirates,2007,suite,[],['east'],[],['oud'],[],[],https://aromo.ru/fragrance/ajmal-dahn-al-oudh-saif-al-arab-perfume-oil-perfume-oil-51100/
Day,The White Company,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['floral', 'fruit']",[],"['bergamot', 'jabloko', 'kedr', 'jasmine']",[],[],https://aromo.ru/fragrance/the-white-company-day-51504/
Dvora,Esscentual Alchemy,,"0,0",N/A,с 2011,N/A,N/A,N/A,[],['floral'],[],"['red-orange', 'neroli', 'rose', 'pink-pepper', 'tangerine']",[],[],https://aromo.ru/fragrance/esscentual-alchemy-dvora-53347/
HB Homme 14,Heritage Berbere,,"0,0",N/A,с 2014,N/A,N/A,N/A,[],['east'],[],"['mod', 'tabak', 'vanil']",[],[],https://aromo.ru/fragrance/heritage-berbere-hb-homme-14-62090/
Iris,African Aromatics / House of Mir,Масляные духи,"0,0",N/A,Масляные духи,N/A,N/A,N/A,[],"['east', 'floral']",[],"['champaka', 'ginger', 'lemon', 'mandarin', 'neroli', 'pachuli', 'sandal', 'styrax', 'tangerine', 'oud', 'jasmine', 'damask-rose-rosa-damascena']",[],[],https://aromo.ru/fragrance/african-aromatics--house-of-mir-iris-64527/
Jasmine Dawn & Dusk,Velvet & Sweet Pea’s Purrfumery,Духи / Экстракт,"4,0",1 оценка,Артизанальная парфюмерия,united-states,2006,artisanal-perfumery,[],['floral'],[],"['orange', 'grapefruit', 'cinnamon', 'mandarin', 'sandal', 'vanil', 'jasmine']",[],[],https://aromo.ru/fragrance/velvet--sweet-peas-purrfumery-jasmine-dawn-_-dusk-65348/
Dear Gabby,Alexandria Fragrances,Духи / Экстракт,"0,0",N/A,Артизанальная парфюмерия,united-states,2019,artisanal-perfumery,[],['floral'],"['black-currant', 'grapefruit', 'mandarin']","['apelsinovyj-cvet-flerdoranzh', 'grusha', 'ilang-ilang', 'lily-of-the-valley', 'pink-pepper', 'tuberoza', 'jasmine']","['iris', 'cashmeran', 'musk', 'sandal']",[],https://aromo.ru/fragrance/alexandria-fragrances-dear-gabby-perfume-extract-parfum-extrait-de-parfum-2028427/
Jazmin Rouge,Guylond,Одеколон,"0,0",N/A,Одеколон,N/A,N/A,N/A,[],['floral'],[],['jasmine'],[],[],https://aromo.ru/fragrance/guylond-jazmin-rouge-65453/
Jockey Club,Junger & Gebhardt / Patrizier Haus Koln,Духи / Экстракт,"0,0",N/A,Выпуск прекращен,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/junger--gebhardt--patrizier-haus-koln-jockey-club-65730/
Kriska Atitude,Natura,,"4,0",2 оценки,с 2014,N/A,N/A,N/A,[],['floral'],[],"['floral-notes', 'magnolija']",[],[],https://aromo.ru/fragrance/natura-kriska-atitude-66838/
Lailet Umoor,Nabeel,,"3,0",1 оценка,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/nabeel-lailet-umoor-67551/
Leather,Aftelier,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/aftelier-leather-68531/
Lifou,Evora,,"0,0",N/A,N/A,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/evora-lifou-69644/
Lotus,Ahmed Soliman,,"0,0",N/A,В производстве,1925,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/ahmed-soliman-lotus-70557/
Paris Chéri,Enchanteur,Духи / Экстракт,"2,0",1 оценка,Парфюмерия масс-маркет,united-arab-emirates,N/A,mass-market,[],['fruit'],[],"['jabloko', 'vanil', 'vishnevyj-cvet']",[],[],https://aromo.ru/fragrance/enchanteur-paris-ch_ri-1023521/
Perfect Women,Lonkoom Parfum,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'floral']","['bergamot', 'hyacinth', 'smorodina']","['frezija', 'gardenija', 'iris', 'vanil']","['violet', 'ginger', 'sandal']",[],https://aromo.ru/fragrance/lonkoom-parfum-perfect-women-955683/
Spring Rain,Charles of the Ritz,,"0,0",N/A,с 1941,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/charles-of-the-ritz-spring-rain-89852/
Success,Oudh Al Anfar,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/oudh-al-anfar-success-90340/
Summer Breeze,Aroma Sanctum,Масляные духи,"0,0",N/A,Натуральная парфюмерия,united-states,N/A,natural-perfumes,[],"['fruit', 'floral']",[],"['frezija', 'hyacinth', 'lily-of-the-valley', 'musk', 'peach']",[],[],https://aromo.ru/fragrance/aroma-sanctum-summer-breeze-90544/
Sungari Breeze,Maurices,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['citrus', 'fern']",[],"['bergamot', 'inzhir', 'lime', 'lemon', 'musk', 'sage']",[],[],https://aromo.ru/fragrance/maurices-sungari-breeze-90713/
Carnation,Colgate & Company,,"0,0",N/A,с 1918,N/A,N/A,N/A,[],['floral'],[],['gvozdika'],[],[],https://aromo.ru/fragrance/colgate--company-carnation-931901/
The Harmony of Being,Scent by Alexis,Парфюмерная вода,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['east', 'floral']","['lily-of-the-valley', 'neroli', 'siren']","['cvetok-kofe', 'labdanum', 'mimosa', 'ptitgrejn-list-citrusovyh', 'rose']","['kedr', 'ambergris', 'oud']",[],https://aromo.ru/fragrance/scent-by-alexis-the-harmony-of-being-92288/
The Rharian Field,Apoteker Tepe,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['fern'],[],"['bergamot', 'mod', 'seno', 'virginia-cedar']",[],[],https://aromo.ru/fragrance/apoteker-tepe-the-rharian-field-92451/
The University of Georgia Women,Masik Collegiate Fragrances,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['water', 'floral']","['lichi', 'mandarin', 'krasniy-mak', 'zelenoje-jabloko']","['violet', 'krasniy-mak', 'voda', 'water-lily', 'jasmine']","['ambra', 'white-musk', 'dubovyj-moh', 'teak-wood']",[],https://aromo.ru/fragrance/masik-collegiate-fragrances-the-university-of-georgia-women-92548/
Daisy Ever So Fresh,Marc Jacobs,Парфюмерная вода,"5,0",1 оценка,Парфюмерия люкс,united-states,2022,suite,[],"['fruit', 'floral']","['ananas', 'mandarin', 'mango']","['apelsinovyj-cvet-flerdoranzh', 'rose']",['cashmeran'],"['apelsinovyj-cvet-flerdoranzh', 'cashmeran', 'mango']",https://aromo.ru/fragrance/marc-jacobs-daisy-ever-so-fresh-perfume-water-eau-de-parfum-2411879/
Capucci de Capucci (Eau de Jour Cologne),Roberto Capucci,Одеколон,"0,0",N/A,Одеколон,N/A,N/A,N/A,[],"['chypre', 'floral']",[],"['floral-notes', 'shiprovye-noty']",[],[],https://aromo.ru/fragrance/roberto-capucci-capucci-de-capucci-_eau-de-jour-cologne-955203/
Vanille Cannelle,Les Parfums de Grasse,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/les-parfums-de-grasse-vanille-cannelle-95003/
Vetiver Noir,Ayala Moriel,,"0,0",N/A,с 2007,N/A,N/A,N/A,[],['fern'],[],"['black-cardamom', 'coffee', 'lesnoj-oreh', 'nutmeg', 'vetiver']",[],[],https://aromo.ru/fragrance/ayala-moriel-vetiver-noir-95813/
Mango Paradise,Art Deco Perfumes,Парфюмерная вода,"5,0",2 оценки,с 2019,N/A,N/A,N/A,[],"['wood', 'fruit']",['zemlanika'],"['cinnamon', 'mango', 'jasmine']","['benzoin', 'drevesnyje-noty', 'opopanax', 'pachuli']","['cinnamon', 'mango', 'pachuli', 'zemlanika']",https://aromo.ru/fragrance/art-deco-perfumes-mango-paradise-perfume-water-eau-de-parfum-2028779/
White Jasmin,Beautysecrets by Birgit Schrowange,Парфюмерная вода,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['floral', 'citrus']","['bergamot', 'black-currant', 'green-notes']","['violet', 'ilang-ilang', 'lily-of-the-valley', 'rose', 'jasmine']","['kedr', 'musk', 'ozone']",[],https://aromo.ru/fragrance/beautysecrets-by-birgit-schrowange-white-jasmin-97154/
Woda Rozana / Rose Original,Dr Beta,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/dr-beta-woda-rozana-_-rose-original-97781/
Zoé Bonbon,Zoé Bonbon,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['floral'],['rose'],['geranium'],"['ambra', 'musk']",[],https://aromo.ru/fragrance/zo-bonbon-zo_-bonbon-98784/
Ambergris,Amygdala,Твёрдые духи,"0,0",N/A,с 2016,N/A,N/A,N/A,[],['east'],[],['ambergris'],[],[],https://aromo.ru/fragrance/amygdala-ambergris-417563/
Vault,Louis Cardin,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['fern', 'east']",[],"['floral-notes', 'mint', 'ozone', 'voda']",[],[],https://aromo.ru/fragrance/louis-cardin-vault-551623/
Lavanda e Baunilha,Natura,,"3,0",2 оценки,с 2014,N/A,N/A,N/A,[],"['sweet', 'citrus']","['bergamot', 'lemongrass']",['lavender'],['vanil'],[],https://aromo.ru/fragrance/natura-lavanda-e-baunilha-572225/
Prestige Jasmin,Laboratoires Cadentia,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['water', 'floral']","['bergamot', 'morskije-noty', 'reven']","['gardenija', 'ilang-ilang', 'rose', 'tuberoza', 'jasmine']","['white-musk', 'benzoin', 'vanil']",[],https://aromo.ru/fragrance/laboratoires-cadentia-prestige-jasmin-624661/
№5 Midnight + Swim,Crow,,"0,0",N/A,В производстве,2011,N/A,N/A,[],"['floral', 'water']",[],"['drevesnyje-noty', 'morskije-noty', 'polevyje-cvety', 'salt']",[],[],https://aromo.ru/fragrance/crow-5-midnight-_-swim-77167/
Olibanum Citrus,Maroma,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['wood', 'citrus']",['lemon'],['basil'],['ladan'],[],https://aromo.ru/fragrance/maroma-olibanum-citrus-78179/
Parma-Veilchen-Wasser,Junger & Gebhardt / Patrizier Haus Koln,Духи / Экстракт,"0,0",N/A,Выпуск прекращен,N/A,N/A,N/A,[],['floral'],[],['violet'],[],[],https://aromo.ru/fragrance/junger--gebhardt--patrizier-haus-koln-parma_veilchen_wasser-80121/
Paw Patrol,Air-Val International,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/air-val-international-paw-patrol-80566/
Peony,Chi Chi Cosmetics,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['floral', 'fruit']",[],"['lime', 'mandarin', 'peony', 'yagody', 'jasmine']",[],[],https://aromo.ru/fragrance/chi-chi-cosmetics-peony-80755/
Per Una Originale Rosa,Marks and Spencer,Туалетная вода,"3,0",2 оценки,Парфюмерия масс-маркет,united-kingdom,N/A,mass-market,[],"['floral', 'east']","['orange', 'bergamot', 'list-fialki']","['rose', 'jasmine']","['drevesnyje-noty', 'karamel']",[],https://aromo.ru/fragrance/marks-and-spencer-per-una-originale-rosa-toilet-water-eau-de-toilette-80792/
Petal,Pecksniff`s,Парфюмерная вода,"0,0",N/A,Парфюмерия премиум,united-kingdom,2010,premium,[],['floral'],"['dyna', 'frezija', 'jabloko', 'coriander', 'list-fialki']","['geranium', 'iris', 'rose', 'jasmine']","['tonka-bean', 'kedr', 'musk', 'pachuli', 'sandal']",[],https://aromo.ru/fragrance/pecksniffs-petal-80995/
Powerful,Worthersee,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['wood', 'fern']","['bergamot', 'lavender', 'lemon']","['kedr', 'sandal']","['moss', 'morskije-noty', 'musk']",[],https://aromo.ru/fragrance/worthersee-powerful-82198/
Egyptian King,Alexandria Fragrances,Духи / Экстракт,"0,0",N/A,Артизанальная парфюмерия,united-states,2017,artisanal-perfumery,[],"['spicy', 'floral', 'powdery']",[],"['ambra', 'powdery-notes', 'rose', 'sandal', 'spices']",[],[],https://aromo.ru/fragrance/alexandria-fragrances-egyptian-king-888485/
Psyche,Ajne Carmel,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['floral', 'east']",[],"['bergamot', 'rose']",[],[],https://aromo.ru/fragrance/ajne-carmel-psyche-82807/
